customer_id,name,surname,gender,birthdate,transaction_amount,date,merchant_name,category,year,month,day_name,age
615357,Sara,Michael,M,1993-10-22,17.05,2023-04-17,Wright Inc,Restaurant,2023,April,Monday,29
111696,Anthony,Miller,Unknown,1991-10-23,108.3,2023-06-14,"Nguyen, Patel And Dudley",Cosmetic,2023,June,Wednesday,31
6905,Jessica,White,M,1981-10-25,366.56,2023-02-01,"Berry, Reeves And Best",Market,2023,February,Wednesday,41
291542,Kimberly,Ross,M,1959-10-31,924.23,2023-03-18,"Pacheco, Sullivan And Jones",Electronics,2023,March,Saturday,63
517389,Brian,Jones,F,1956-10-31,781.85,2023-03-30,Dorsey Inc,Travel,2023,March,Thursday,66
744599,William,Contreras,F,2003-10-20,1479.49,2023-04-15,"Fuller, Jones And White",Travel,2023,April,Saturday,19
726547,Adam,Hansen,Unknown,1966-10-29,94.69,2023-09-13,Johnson-Campbell,Cosmetic,2023,September,Wednesday,56
485562,Betty,Atkinson,F,1994-10-22,58.97,2023-09-21,"Freeman, Bush And Zuniga",Cosmetic,2023,September,Thursday,28
28347,Pamela,Nguyen,M,1978-10-26,148.26,2023-06-06,Schwartz-Stephens,Cosmetic,2023,June,Tuesday,44
899551,Sarah,Warner,F,1961-10-30,157.6,2023-07-20,Cook-Williams,Clothing,2023,July,Thursday,61
485255,Amy,Mercer,F,1970-10-28,2071.69,2023-09-20,"Peck, Horn And Stanley",Travel,2023,September,Wednesday,52
668341,Manuel,Robinson,M,1961-10-30,251.83,2023-06-21,Gonzalez-Castro,Market,2023,June,Wednesday,61
355400,Aaron,Martinez,F,1978-10-26,631.18,2023-09-10,Padilla-Greene,Travel,2023,September,Sunday,44
796123,Darlene,Tucker,M,1953-11-01,1745.4,2023-03-05,Manning Inc,Travel,2023,March,Sunday,69
343329,Hannah,Maynard,M,1980-10-25,487.43,2023-01-14,"Gilbert, Hernandez And Wilson",Electronics,2023,January,Saturday,42
409886,Benjamin,Rice,M,2000-10-20,64.39,2023-05-18,Lynch Inc,Clothing,2023,May,Thursday,22
11697,Jason,Johnson,F,2001-10-20,2423.86,2023-09-02,King-Wright,Travel,2023,September,Saturday,21
13908,Scott,Harrison,F,2003-10-20,98.4,2023-09-17,"White, Bernard And Adkins",Cosmetic,2023,September,Sunday,19
373595,Emily,Mcdaniel,F,1987-10-24,84.46,2023-05-17,Mason Plc,Restaurant,2023,May,Wednesday,35
599093,Thomas,Salas,Unknown,1956-10-31,57.83,2023-08-06,Jimenez Inc,Electronics,2023,August,Sunday,66
370834,Katherine,Howard,F,1997-10-21,856.38,2023-07-26,Hamilton And Sons,Electronics,2023,July,Wednesday,25
261654,Kevin,Harris,Unknown,1977-10-26,147.43,2023-06-11,Thomas Llc,Cosmetic,2023,June,Sunday,45
232533,Jose,Gould,M,1958-10-31,128.67,2023-10-07,Sanders Plc,Cosmetic,2023,October,Saturday,64
555415,Meghan,Acosta,F,1962-10-30,50.21,2023-03-20,"Washington, Hinton And Sparks",Market,2023,March,Monday,60
717993,Michael,Huang,M,1998-10-21,71.38,2023-09-26,"French, Wright And Tapia",Clothing,2023,September,Tuesday,24
573771,Dana,Hunt,F,1991-10-23,331.08,2023-06-30,Torres Llc,Electronics,2023,June,Friday,31
59223,Lisa,Ross,F,1949-11-02,711.74,2023-07-07,Diaz Llc,Travel,2023,July,Friday,73
801291,Sydney,Spencer,Unknown,1980-10-25,1374.86,2023-03-19,Johnson Llc,Travel,2023,March,Sunday,42
858686,Brian,Mcintyre,F,2003-10-20,39.24,2023-02-18,Morales-Velasquez,Restaurant,2023,February,Saturday,19
652558,Melanie,Greene,F,1995-10-22,16.68,2023-05-01,Barnes-Walton,Cosmetic,2023,May,Monday,27
39683,Anthony,Hoffman,M,1982-10-25,112.63,2023-05-25,Ellis-Zimmerman,Cosmetic,2023,May,Thursday,40
344613,Michelle,Kim,F,1957-10-31,185.8,2023-05-07,Nguyen-Bradley,Cosmetic,2023,May,Sunday,65
62730,Matthew,Aguilar,M,1978-10-26,58.11,2023-03-31,"Brooks, Reed And Adams",Restaurant,2023,March,Friday,44
816425,Tammy,Williams,F,1966-10-29,66.45,2023-06-23,Cooper Inc,Restaurant,2023,June,Friday,56
641954,Justin,Mathews,F,1995-10-22,2035.14,2023-09-14,"Beck, Morris And Murphy",Travel,2023,September,Thursday,27
904827,Matthew,Hobbs,F,1963-10-30,153.73,2023-06-20,"Blankenship, Atkinson And Howard",Travel,2023,June,Tuesday,59
779830,Ann,Sullivan,F,1955-11-01,130.7,2023-02-12,Hester-Greer,Cosmetic,2023,February,Sunday,67
765738,Joshua,Burgess,F,1998-10-21,180.37,2023-08-21,Wilcox Plc,Market,2023,August,Monday,24
805732,Sabrina,White,F,1980-10-25,2612.99,2023-07-03,"Woodard, Boyd And Mays",Travel,2023,July,Monday,42
982485,Leslie,Campbell,Unknown,1982-10-25,139.2,2023-08-04,"White, Hensley And Hayes",Market,2023,August,Friday,40
955318,Jeffery,Morgan,F,1972-10-27,235.47,2023-06-18,"Collins, Hill And Chapman",Clothing,2023,June,Sunday,50
396758,Ashley,Carr,M,1976-10-26,12.26,2023-06-10,Howard-Miller,Restaurant,2023,June,Saturday,46
884080,Joseph,Meadows,F,1980-10-25,147.62,2023-03-15,"Jackson, Ramirez And Jones",Cosmetic,2023,March,Wednesday,42
34415,Juan,Kelly,F,1995-10-22,2770.66,2023-07-28,Peterson Llc,Travel,2023,July,Friday,27
164888,Christina,Ellis,F,2001-10-20,654.39,2023-07-29,Ward-Klein,Electronics,2023,July,Saturday,21
677049,Martha,Gonzales,M,1951-11-02,23.42,2023-05-17,Kelly-Jones,Clothing,2023,May,Wednesday,71
289003,John,Woods,F,1957-10-31,1949.03,2023-01-01,Stephens-Shelton,Travel,2023,January,Sunday,65
385557,Keith,Clark,F,2003-10-20,47.85,2023-04-17,Smith Inc,Restaurant,2023,April,Monday,19
665628,Alejandro,Reed,F,1990-10-23,40.42,2023-08-20,"Odonnell, Bright And Lewis",Clothing,2023,August,Sunday,32
95705,Amber,Taylor,F,1967-10-29,263.62,2023-01-20,Rogers And Sons,Clothing,2023,January,Friday,55
697024,Michael,Hines,Unknown,1961-10-30,76.6,2023-08-04,Oconnor Plc,Cosmetic,2023,August,Friday,61
273487,David,Morrison,F,2002-10-20,21.85,2023-04-06,Yu And Sons,Restaurant,2023,April,Thursday,20
828224,Jennifer,Quinn,M,1949-11-02,154.36,2023-10-08,Phillips Inc,Market,2023,October,Sunday,73
641695,Nicholas,Jones,F,2001-10-20,40.39,2023-09-14,"Mccormick, Adkins And Cobb",Restaurant,2023,September,Thursday,21
410859,Christy,Ramos,F,1995-10-22,50.69,2023-10-02,Rogers-Levy,Market,2023,October,Monday,27
403963,Jamie,Collier,Unknown,1970-10-28,311.04,2023-05-30,Matthews Plc,Market,2023,May,Tuesday,52
526718,Douglas,Martin,M,1967-10-29,1616.19,2023-07-01,"Jackson, Ray And Cooper",Travel,2023,July,Saturday,55
364086,Holly,Jackson,M,1952-11-01,839.12,2023-03-23,Carey Ltd,Electronics,2023,March,Thursday,70
178510,Kimberly,Klein,F,1969-10-28,287.34,2023-08-18,"Chang, Blevins And Miller",Market,2023,August,Friday,53
143865,Fernando,Oliver,F,1956-10-31,246.62,2023-08-02,Patterson-Davenport,Market,2023,August,Wednesday,66
946664,Yvonne,Silva,M,1958-10-31,168.28,2023-01-26,Rice-Ramos,Cosmetic,2023,January,Thursday,64
800246,Margaret,Carter,Unknown,1996-10-21,96.41,2023-03-21,"Miller, Foster And Reed",Cosmetic,2023,March,Tuesday,26
884621,Charles,Glover,F,1963-10-30,344.34,2023-07-20,Kim And Sons,Electronics,2023,July,Thursday,59
420838,Aaron,Mckee,Unknown,1975-10-27,231.65,2023-02-21,Arnold-Blackburn,Market,2023,February,Tuesday,47
59633,Derrick,Aguilar,M,1967-10-29,211.58,2023-03-27,Montgomery-Ruiz,Market,2023,March,Monday,55
361536,Kurt,Dennis,M,1970-10-28,234.16,2023-05-24,"Davis, Griffin And Gates",Clothing,2023,May,Wednesday,52
496809,Timothy,Collier,M,1950-11-02,10.51,2023-09-28,"Baker, Schaefer And Brown",Market,2023,September,Thursday,72
471552,Courtney,Johnson,M,1981-10-25,304.25,2023-04-16,Bryant-Sanchez,Electronics,2023,April,Sunday,41
450062,Joy,Padilla,F,1951-11-02,278.38,2023-07-23,Frost-Smith,Market,2023,July,Sunday,71
925651,Carol,Wilson,M,1976-10-26,159.44,2023-05-18,Arnold Ltd,Clothing,2023,May,Thursday,46
838514,Andrew,Armstrong,M,2004-10-19,231.35,2023-03-02,Miller Inc,Clothing,2023,March,Thursday,18
981118,Anthony,Arnold,M,1971-10-28,2362.42,2023-06-28,"Thomas, Simpson And Tyler",Travel,2023,June,Wednesday,51
658610,Nicole,Peterson,M,1965-10-29,395.33,2023-03-20,"Bryant, Mcbride And White",Market,2023,March,Monday,57
463162,Stephanie,Miller,Unknown,1958-10-31,958.43,2023-04-28,Young And Sons,Electronics,2023,April,Friday,64
707412,Derek,Thompson,F,1985-10-24,94.93,2023-08-27,"Fuller, Bowen And Davis",Restaurant,2023,August,Sunday,37
514027,Nicole,Kaufman,Unknown,1964-10-29,521.53,2023-06-14,Jackson And Sons,Electronics,2023,June,Wednesday,58
370935,Hector,Saunders,M,1966-10-29,56.48,2023-06-23,"Waters, Morse And Gray",Market,2023,June,Friday,56
986863,Jesse,Clark,F,1973-10-27,58.8,2023-05-15,"Richard, Hill And Cohen",Restaurant,2023,May,Monday,49
67931,Rebecca,Gamble,Unknown,1963-10-30,313.71,2023-01-31,Dawson-Ellis,Market,2023,January,Tuesday,59
908317,Catherine,Evans,M,1980-10-25,22.38,2023-08-27,"Green, Wilson And Henry",Restaurant,2023,August,Sunday,42
347539,Andres,Mckinney,M,1966-10-29,11.83,2023-01-25,Smith-Martinez,Restaurant,2023,January,Wednesday,56
726123,Alexander,Li,Unknown,2000-10-20,202.12,2023-06-12,Patel Llc,Market,2023,June,Monday,22
79597,Lindsay,Thompson,M,1955-11-01,246.7,2023-05-22,Moreno-Fernandez,Travel,2023,May,Monday,67
95898,Raymond,Ayala,M,1969-10-28,58.75,2023-05-05,Webster And Sons,Restaurant,2023,May,Friday,53
802243,Alison,Leon,F,1973-10-27,2128.0,2023-05-28,Hays-Leon,Travel,2023,May,Sunday,49
805206,Lisa,Chavez,F,1949-11-02,86.96,2023-08-28,Horton Llc,Cosmetic,2023,August,Monday,73
140219,Michele,Anderson,F,1986-10-24,79.0,2023-06-08,"Brown, Jones And Perez",Cosmetic,2023,June,Thursday,36
796551,Patricia,Jordan,F,1956-10-31,141.06,2023-05-12,Bass Inc,Cosmetic,2023,May,Friday,66
465123,Samuel,Cabrera,F,1972-10-27,95.21,2023-05-26,Fleming-Cantrell,Restaurant,2023,May,Friday,50
428576,Jennifer,Tapia,F,1981-10-25,11.98,2023-04-18,Miller-Taylor,Restaurant,2023,April,Tuesday,41
672487,Elizabeth,Johnson,M,1961-10-30,381.13,2023-09-17,Williams Inc,Market,2023,September,Sunday,61
471101,Christopher,Lewis,Unknown,1980-10-25,442.32,2023-06-20,Parker-Carey,Electronics,2023,June,Tuesday,42
661557,Stephanie,Tran,F,1964-10-29,2311.32,2023-10-10,Roberts And Sons,Travel,2023,October,Tuesday,58
354655,Diane,Hudson,F,2004-10-19,269.51,2023-08-09,Robertson-Golden,Clothing,2023,August,Wednesday,18
41196,Michael,Williams,F,1978-10-26,1854.31,2023-04-03,"Valdez, Carter And Brown",Travel,2023,April,Monday,44
202678,Joseph,Powell,F,1964-10-29,1270.81,2023-02-21,Potts-Wood,Travel,2023,February,Tuesday,58
292008,Kelsey,Ibarra,F,2003-10-20,104.15,2023-06-15,Higgins Ltd,Clothing,2023,June,Thursday,19
313343,William,Willis,M,1988-10-23,996.09,2023-06-24,Jones And Sons,Electronics,2023,June,Saturday,34
918581,Carrie,Nguyen,Unknown,1998-10-21,230.32,2023-05-14,Harrison-Rose,Clothing,2023,May,Sunday,24
449817,Betty,Charles,F,1979-10-26,77.12,2023-04-19,"Moore, Thompson And Russell",Restaurant,2023,April,Wednesday,43
147364,Shannon,Ruiz,M,1961-10-30,77.43,2023-03-23,Casey-Powers,Electronics,2023,March,Thursday,61
595276,Carolyn,Brown,M,1975-10-27,429.49,2023-02-05,"Hayes, Ross And Smith",Market,2023,February,Sunday,47
266510,Travis,Reed,Unknown,2003-10-20,537.66,2023-03-24,"Perkins, Jimenez And Hunter",Electronics,2023,March,Friday,19
138959,Regina,Woods,Unknown,1994-10-22,2371.02,2023-08-22,Robinson-Mitchell,Travel,2023,August,Tuesday,28
465981,Kimberly,Bennett,F,1987-10-24,1868.64,2023-02-26,"Ortiz, Carpenter And Collins",Travel,2023,February,Sunday,35
528337,Michael,Paul,M,1960-10-30,201.37,2023-02-21,Anderson Inc,Clothing,2023,February,Tuesday,62
538549,Wayne,Madden,F,1979-10-26,149.98,2023-07-22,Stanley-Morris,Market,2023,July,Saturday,43
806417,Selena,Lewis,Unknown,1985-10-24,75.65,2023-06-23,Stone Group,Electronics,2023,June,Friday,37
247945,Lisa,Morse,M,2000-10-20,134.33,2023-01-02,Vega-Jackson,Cosmetic,2023,January,Monday,22
880747,Sarah,Mann,M,1991-10-23,2433.47,2023-06-13,Greene Inc,Travel,2023,June,Tuesday,31
63966,Bianca,Bell,Unknown,1980-10-25,54.06,2023-06-14,Herring-Walsh,Clothing,2023,June,Wednesday,42
269658,Michael,Reid,F,2002-10-20,83.38,2023-02-24,Holt And Sons,Clothing,2023,February,Friday,20
998320,Brenda,Haas,M,1963-10-30,90.16,2023-09-17,Hill Llc,Restaurant,2023,September,Sunday,59
538301,Anita,Ramirez,Unknown,1997-10-21,274.8,2023-07-14,Brown Group,Clothing,2023,July,Friday,25
949304,Deborah,Leonard,F,1997-10-21,66.11,2023-01-14,Nguyen-Booth,Clothing,2023,January,Saturday,25
71844,Christopher,Harmon,F,2003-10-20,144.23,2023-01-04,"Frazier, Edwards And Wall",Cosmetic,2023,January,Wednesday,19
160904,Scott,Chase,M,1971-10-28,2163.17,2023-04-10,"Hudson, Fry And Moore",Travel,2023,April,Monday,51
140041,Erika,Vazquez,F,1965-10-29,701.38,2023-01-02,Miller Llc,Electronics,2023,January,Monday,57
760246,Joseph,Jones,F,1981-10-25,50.36,2023-04-01,"Jones, Sutton And Burton",Restaurant,2023,April,Saturday,41
954346,Patrick,Knight,M,1955-11-01,94.07,2023-03-17,Lewis Ltd,Cosmetic,2023,March,Friday,67
603507,Scott,Daniels,M,1960-10-30,125.92,2023-07-29,"Kelly, Osborne And Moore",Clothing,2023,July,Saturday,62
428653,Shannon,Duke,F,2000-10-20,193.66,2023-05-08,"Wright, Christian And Moon",Clothing,2023,May,Monday,22
483307,Joseph,Torres,F,2001-10-20,78.67,2023-09-19,Lang-Powell,Electronics,2023,September,Tuesday,21
80027,Denise,Mathews,Unknown,1957-10-31,264.96,2023-03-16,Stone-Joseph,Market,2023,March,Thursday,65
524694,Michael,Yang,F,1968-10-28,974.83,2023-03-03,"Jones, Cortez And Weaver",Travel,2023,March,Friday,54
779318,Robert,Mendoza,F,1985-10-24,13.91,2023-02-14,Shelton Plc,Restaurant,2023,February,Tuesday,37
714392,Madison,Liu,F,1992-10-22,199.06,2023-07-17,Whitehead-Santos,Clothing,2023,July,Monday,30
97841,Kristin,Richardson,Unknown,1966-10-29,624.17,2023-05-15,"Hart, Lynch And Gonzalez",Electronics,2023,May,Monday,56
814720,James,Stewart,Unknown,1991-10-23,202.51,2023-04-09,"Anderson, Garcia And Beard",Market,2023,April,Sunday,31
713796,Mark,Anderson,M,1969-10-28,88.84,2023-10-06,Haney-Palmer,Cosmetic,2023,October,Friday,53
999791,Kyle,Wade,F,1981-10-25,50.64,2023-05-21,Brown Ltd,Restaurant,2023,May,Sunday,41
514760,Harold,Smith,M,1956-10-31,212.61,2023-10-05,Melendez-Bennett,Clothing,2023,October,Thursday,66
671409,James,Parker,M,1971-10-28,1658.37,2023-06-01,"Hall, Wright And Jefferson",Travel,2023,June,Thursday,51
787275,Rebecca,Lopez,M,1995-10-22,53.81,2023-02-06,Nelson Inc,Market,2023,February,Monday,27
416580,Sherri,Rich,M,1971-10-28,45.31,2023-03-17,"Wright, James And Smith",Cosmetic,2023,March,Friday,51
584239,Christopher,Campbell,M,1958-10-31,73.39,2023-05-26,Johnson Inc,Restaurant,2023,May,Friday,64
883989,Cameron,Nielsen,M,1974-10-27,45.99,2023-07-11,Evans Llc,Restaurant,2023,July,Tuesday,48
810891,Chase,Garcia,F,1988-10-23,131.53,2023-04-22,Ingram-Lucas,Electronics,2023,April,Saturday,34
311624,Donald,Glass,M,1984-10-24,31.97,2023-09-21,Weiss Ltd,Clothing,2023,September,Thursday,38
173126,Michael,Williams,M,1985-10-24,288.53,2023-02-17,Mcmillan Inc,Clothing,2023,February,Friday,37
820056,Christopher,Reynolds,M,1994-10-22,2774.08,2023-10-10,Hall And Sons,Travel,2023,October,Tuesday,28
683369,Mark,Bailey,F,1948-11-02,306.21,2023-06-08,"Velasquez, Shah And Thomas",Market,2023,June,Thursday,74
269539,John,Davis,F,1972-10-27,214.52,2023-04-07,"Aguilar, Rodriguez And Cruz",Clothing,2023,April,Friday,50
757732,Roger,Riley,F,1962-10-30,85.54,2023-08-16,Adkins-Weiss,Cosmetic,2023,August,Wednesday,60
604713,Ashley,Campbell,F,1960-10-30,105.78,2023-02-04,"Levy, Nelson And Wilson",Clothing,2023,February,Saturday,62
77950,Jason,Jones,M,2004-10-19,424.61,2023-09-21,Campbell-Newman,Market,2023,September,Thursday,18
427939,Gwendolyn,Wiley,M,1969-10-28,136.61,2023-03-07,Wilson Plc,Clothing,2023,March,Tuesday,53
152372,Richard,Williams,Unknown,1976-10-26,775.24,2023-05-23,Jones Group,Electronics,2023,May,Tuesday,46
197007,Kathy,Maldonado,F,1999-10-21,273.92,2023-06-17,"Hernandez, Wiggins And Duncan",Clothing,2023,June,Saturday,23
308476,Sean,Reilly,F,2000-10-20,140.4,2023-07-17,Garcia Group,Clothing,2023,July,Monday,22
805058,Kayla,Holt,M,1983-10-25,289.85,2023-03-28,Thornton-Ibarra,Electronics,2023,March,Tuesday,39
212969,Amy,Powell,F,2001-10-20,209.17,2023-04-08,Guerrero-Delgado,Market,2023,April,Saturday,21
111995,Melissa,Turner,F,1973-10-27,73.27,2023-09-04,Reyes-Perkins,Restaurant,2023,September,Monday,49
613364,Tina,Lucas,F,1982-10-25,284.62,2023-06-19,James-Bennett,Electronics,2023,June,Monday,40
838364,Matthew,Moody,M,1972-10-27,866.42,2023-07-17,"Hill, Bell And Morris",Electronics,2023,July,Monday,50
252520,Anthony,Armstrong,Unknown,2004-10-19,2720.55,2023-02-13,Proctor-Rodgers,Travel,2023,February,Monday,18
358563,Richard,Lowery,M,1986-10-24,36.44,2023-08-29,"Robles, Jackson And Lang",Clothing,2023,August,Tuesday,36
231013,Joan,Marquez,M,1953-11-01,529.08,2023-04-14,Mullen-Jones,Travel,2023,April,Friday,69
311124,Jacqueline,Gonzalez,F,1977-10-26,524.45,2023-09-03,Downs-Donovan,Electronics,2023,September,Sunday,45
752844,Paul,Potter,M,1986-10-24,31.99,2023-01-12,Mejia-Farley,Clothing,2023,January,Thursday,36
872305,Kevin,Hensley,F,1950-11-02,123.18,2023-01-02,Chan-Myers,Clothing,2023,January,Monday,72
696669,Jose,Green,Unknown,1956-10-31,10.02,2023-05-06,Reed-Warner,Cosmetic,2023,May,Saturday,66
455713,Erin,Baker,M,1974-10-27,59.0,2023-04-12,Fisher Group,Restaurant,2023,April,Wednesday,48
985602,Kimberly,Gonzalez,M,1950-11-02,232.62,2023-09-03,"Orozco, Patterson And Robinson",Clothing,2023,September,Sunday,72
209862,Barbara,Collins,M,1990-10-23,173.02,2023-01-17,Nichols-Brown,Cosmetic,2023,January,Tuesday,32
259800,Kelly,Bush,F,1976-10-26,168.69,2023-02-14,"Jones, Franklin And Lambert",Cosmetic,2023,February,Tuesday,46
733597,David,Morgan,F,1986-10-24,58.04,2023-02-22,Mann-Mccormick,Restaurant,2023,February,Wednesday,36
827843,Jacqueline,Gordon,F,1973-10-27,766.06,2023-05-15,Wu Llc,Travel,2023,May,Monday,49
726336,David,Barber,F,1953-11-01,39.24,2023-01-17,Lopez-Gonzalez,Restaurant,2023,January,Tuesday,69
7793,Linda,Pittman,F,1948-11-02,12.67,2023-02-16,Gray-Smith,Restaurant,2023,February,Thursday,74
151825,Sara,Gonzalez,M,1949-11-02,1981.24,2023-10-04,"Frey, Davis And Davis",Travel,2023,October,Wednesday,73
178979,Jennifer,Villegas,M,1984-10-24,215.27,2023-02-03,Taylor-Lewis,Market,2023,February,Friday,38
59423,Franklin,Mason,F,1962-10-30,290.5,2023-05-16,"Parsons, Ballard And Kelley",Clothing,2023,May,Tuesday,60
957395,Eric,Richard,M,1988-10-23,425.61,2023-09-03,Scott Ltd,Market,2023,September,Sunday,34
187306,Michael,Acosta,Unknown,1962-10-30,226.16,2023-07-01,"Goodwin, Lopez And Skinner",Clothing,2023,July,Saturday,60
379290,Robert,Ramos,M,1970-10-28,115.83,2023-07-20,Duran-Hawkins,Clothing,2023,July,Thursday,52
508537,Whitney,Jones,Unknown,1960-10-30,147.81,2023-08-09,"Thomas, Harrell And Davenport",Market,2023,August,Wednesday,62
760506,Anthony,Ball,M,1971-10-28,2471.45,2023-08-04,Richards Ltd,Travel,2023,August,Friday,51
830134,Manuel,Mullen,M,1983-10-25,200.02,2023-02-19,"Jennings, Lopez And Lamb",Clothing,2023,February,Sunday,39
228033,George,Sullivan,M,1960-10-30,1893.84,2023-09-24,Cox-Brown,Travel,2023,September,Sunday,62
115511,Brandy,Whitehead,M,1950-11-02,265.58,2023-04-25,Nicholson-Gonzales,Clothing,2023,April,Tuesday,72
857685,Todd,Hunt,M,1983-10-25,105.68,2023-06-23,"Meyer, Ryan And Conway",Market,2023,June,Friday,39
659582,Brianna,Brown,F,1996-10-21,18.96,2023-06-11,"Ellis, Chambers And Wilson",Cosmetic,2023,June,Sunday,26
845147,Teresa,Hunter,F,1954-11-01,241.12,2023-08-21,Fernandez Group,Clothing,2023,August,Monday,68
975406,Tabitha,Wood,Unknown,1962-10-30,2648.72,2023-08-05,Little-Solomon,Travel,2023,August,Saturday,60
216148,Sheila,Hall,M,1980-10-25,488.7,2023-04-07,Robinson-Gibson,Electronics,2023,April,Friday,42
325243,Cory,Hernandez,F,1975-10-27,98.1,2023-05-19,"Gonzalez, Lowe And Key",Restaurant,2023,May,Friday,47
36470,Mary,Rodriguez,F,1978-10-26,764.15,2023-07-04,"Hernandez, Johnson And Anderson",Electronics,2023,July,Tuesday,44
895352,Kimberly,Smith,F,1958-10-31,82.77,2023-04-24,"Robles, Miller And Perez",Restaurant,2023,April,Monday,64
512231,Gregory,Ortega,M,1977-10-26,193.57,2023-06-04,"Smith, Kerr And Brooks",Market,2023,June,Sunday,45
733759,Kim,Gonzalez,F,1993-10-22,593.21,2023-02-22,Hernandez Llc,Electronics,2023,February,Wednesday,29
169890,Cassandra,Larson,M,1959-10-31,2585.86,2023-05-30,Martinez Inc,Travel,2023,May,Tuesday,63
746742,Deborah,Johnson,F,2002-10-20,484.35,2023-06-26,Tucker-Moreno,Market,2023,June,Monday,20
376133,Alexander,Holmes,M,1960-10-30,359.88,2023-10-04,Stout-Brock,Market,2023,October,Wednesday,62
898170,Gary,Montoya,M,1993-10-22,165.96,2023-04-22,Fox Inc,Cosmetic,2023,April,Saturday,29
766756,Audrey,Ho,M,1973-10-27,52.29,2023-09-13,Davis Group,Market,2023,September,Wednesday,49
559660,Ethan,Jackson,F,2002-10-20,76.07,2023-07-11,"Case, Johnson And Wells",Restaurant,2023,July,Tuesday,20
523959,Julie,Nelson,M,1988-10-23,161.17,2023-02-27,"Miller, Garza And Harvey",Cosmetic,2023,February,Monday,34
135321,Erika,Owens,M,1977-10-26,692.42,2023-09-04,Norton Llc,Electronics,2023,September,Monday,45
956541,Jillian,Greene,F,1949-11-02,85.14,2023-04-30,Anderson-Stephens,Cosmetic,2023,April,Sunday,73
542031,Denise,Wolfe,F,1953-11-01,115.53,2023-07-16,Berry-Huerta,Market,2023,July,Sunday,69
875584,Monique,Bright,M,1954-11-01,51.63,2023-09-02,Tucker Group,Clothing,2023,September,Saturday,68
611091,Melissa,Burns,M,1975-10-27,61.23,2023-08-10,"Smith, Everett And Ellis",Restaurant,2023,August,Thursday,47
670772,Nicholas,Maynard,Unknown,1949-11-02,603.67,2023-03-30,Rodriguez Group,Electronics,2023,March,Thursday,73
527458,Edward,Pitts,M,2001-10-20,327.2,2023-04-29,Lewis Ltd,Electronics,2023,April,Saturday,21
403988,Jillian,Gonzales,M,1963-10-30,98.19,2023-06-15,"Aguirre, Thompson And Davis",Restaurant,2023,June,Thursday,59
